SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical,SA_Score,SA_Score_Binary,Dataset,ID
CC(=O)C1=CC([C@@H](N)C2=NC(I)=C(C#CC(=O)O)C=C2)=CO1,26/000000137,"InChI=1S/C15H11IN2O4/c1-8(19)12-6-10(7-22-12)14(17)11-4-2-9(15(16)18-11)3-5-13(20)21/h2,4,6-7,14H,17H2,1H3,(H,20,21)/t14-/m1/s1",C15H11N2O4I,410.0,1.45,4.92,4.1,24.1,-170.0,4.017067197336885,1,DRUGLIKE_CONCAT,Druglike_61
NCCC1=NC=C(/C=C/[C@H]2NC(=O)C=C2CN)C=C1Br,13/000000141,"InChI=1S/C14H17BrN4O/c15-11-5-9(8-18-13(11)3-4-16)1-2-12-10(7-17)6-14(20)19-12/h1-2,5-6,8,12H,3-4,7,16-17H2,(H,19,20)/p+1/b2-1+/t12-/m1/s1",C14H18N4OBr,338.0,-0.38,4.92,6.04,3.85,-150.0,4.618056778398708,1,DRUGLIKE_CONCAT,Druglike_62
C/C=C(/C)CC1=CC(C2=CC=C(C(=O)C3=NC(=O)ON3)N2)=CC=C1O,23/000000180,"InChI=1S/C18H17N3O4/c1-3-10(2)8-12-9-11(4-7-15(12)22)13-5-6-14(19-13)16(23)17-20-18(24)25-21-17/h3-7,9,19,22H,8H2,1-2H3,(H,20,21,24)/b10-3-",C18H17N3O4,339.0,2.19,4.92,8.06,4.94,-200.0,3.2796285988140053,1,DRUGLIKE_CONCAT,Druglike_63
O=C(O)C1=CN=C(O)N=C1CCCC1=CC=CC=C1,29/000000128,"InChI=1S/C14H14N2O3/c17-13(18)11-9-15-14(19)16-12(11)8-4-7-10-5-2-1-3-6-10/h1-3,5-6,9H,4,7-8H2,(H,17,18)(H,15,16,19)",C14H14N2O3,258.0,2.04,4.91,6.55,3.85,0.0,2.357087405062978,1,DRUGLIKE_CONCAT,Druglike_64
CCOC1=CC(C2=CC=C(C(=O)C3=NC(=O)ON3)N2)=CC=C1F,23/000000468,"InChI=1S/C15H12FN3O4/c1-2-22-12-7-8(3-4-9(12)16)10-5-6-11(17-10)13(20)14-18-15(21)23-19-14/h3-7,17H,2H2,1H3,(H,18,19,21)",C15H12N3O4F,317.0,2.27,4.9,6.08,5.09,-140.0,2.89063586764839,1,DRUGLIKE_CONCAT,Druglike_65
C=CC1=CC=C(C2=CC=C(C(=O)C3=NC(=O)ON3)N2)C=C1N(C)C(N)=O,23/000000440,"InChI=1S/C17H15N5O4/c1-3-9-4-5-10(8-13(9)22(2)16(18)24)11-6-7-12(19-11)14(23)15-20-17(25)26-21-15/h3-8,19H,1H2,2H3,(H2,18,24)(H,20,21,25)",C17H15N5O4,353.0,0.8,4.9,7.63,6.45,-140.0,3.415464104848277,1,DRUGLIKE_CONCAT,Druglike_66
C=CCOCC1=CC(C2=CC=C(C(=O)C3=NC(=O)ON3)N2)=CC=C1C,23/000000431,"InChI=1S/C18H17N3O4/c1-3-8-24-10-13-9-12(5-4-11(13)2)14-6-7-15(19-14)16(22)17-20-18(23)25-21-17/h3-7,9,19H,1,8,10H2,2H3,(H,20,21,23)",C18H17N3O4,339.0,2.32,4.9,5.69,4.94,-140.0,3.113768029242731,1,DRUGLIKE_CONCAT,Druglike_67
O=C(O)CC1=CC(OCCC[C@@H]2CNC(=O)N2)=CC(Br)=C1,22/000000068,"InChI=1S/C14H17BrN2O4/c15-10-4-9(6-13(18)19)5-12(7-10)21-3-1-2-11-8-16-14(20)17-11/h4-5,7,11H,1-3,6,8H2,(H,18,19)(H2,16,17,20)/t11-/m1/s1",C14H17N2O4Br,357.0,1.85,4.9,5.56,5.09,-150.0,3.125912271534058,1,DRUGLIKE_CONCAT,Druglike_68
CCC#CCNCC1=CC(C2=CC=C(C(=O)C3=NC(=O)ON3)N2)=CC=C1,23/000000205,"InChI=1S/C19H18N4O3/c1-2-3-4-10-20-12-13-6-5-7-14(11-13)15-8-9-16(21-15)17(24)18-22-19(25)26-23-18/h5-9,11,20-21H,2,10,12H2,1H3,(H,22,23,25)",C19H18N4O3,350.0,2.19,4.89,4.67,4.94,-140.0,3.216190720232891,1,DRUGLIKE_CONCAT,Druglike_69
O=C(CNC/C=C/C1=C(F)C=CC(F)=C1)CC1=CC=C(CO)C(O)=C1,16/000000034,"InChI=1S/C19H19F2NO3/c20-16-5-6-18(21)14(10-16)2-1-7-22-11-17(24)8-13-3-4-15(12-23)19(25)9-13/h1-6,9-10,22-23,25H,7-8,11-12H2/b2-1+",C19H19NO3F2,347.0,2.42,4.88,4.14,5.09,0.0,2.6902413460667525,1,DRUGLIKE_CONCAT,Druglike_70
O=C(C1=CC=C(C2=CC=C(CCCBr)C=C2)N1)C1=NC(=O)ON1,23/000000511,"InChI=1S/C16H14BrN3O3/c17-9-1-2-10-3-5-11(6-4-10)12-7-8-13(18-12)14(21)15-19-16(22)23-20-15/h3-8,18H,1-2,9H2,(H,19,20,22)",C16H14N3O3Br,376.0,3.29,4.87,5.01,5.09,-140.0,2.922853059687121,1,DRUGLIKE_CONCAT,Druglike_71
CN/C=C/C1=CC=C(C2=CC=C(C(=O)C3=NC(=O)ON3)N2)C=C1NC(N)=O,23/000000486,"InChI=1S/C17H16N6O4/c1-19-7-6-9-2-3-10(8-13(9)21-16(18)25)11-4-5-12(20-11)14(24)15-22-17(26)27-23-15/h2-8,19-20H,1H3,(H3,18,21,25)(H,22,23,26)/b7-6+",C17H16N6O4,368.0,0.38,4.87,5.55,6.45,-160.0,3.41775592135219,1,DRUGLIKE_CONCAT,Druglike_72
NCC#CC1=CC2=C(C=C1)CC(C(=O)O)=C2,26/000000115,"InChI=1S/C13H11NO2/c14-5-1-2-9-3-4-10-7-12(13(15)16)8-11(10)6-9/h3-4,6,8H,5,7,14H2,(H,15,16)/p+1",C13H12NO2,214.0,1.34,4.86,5.27,15.6,-40.0,3.512994629194486,1,DRUGLIKE_CONCAT,Druglike_73
NC/C(=C\CNCC(=O)CC1=CC=C(CO)C=C1)C1=C(F)C=CC(F)=C1,16/000000086,"InChI=1S/C20H22F2N2O2/c21-17-5-6-20(22)19(10-17)16(11-23)7-8-24-12-18(26)9-14-1-3-15(13-25)4-2-14/h1-7,10,24-25H,8-9,11-13,23H2/p+1/b16-7+",C20H23N2O2F2,361.0,1.86,4.86,5.63,6.45,0.0,3.070999141729203,1,DRUGLIKE_CONCAT,Druglike_74
COC(=O)CC1=CC(C2=CC=C(C(=O)C3=NC(=O)ON3)N2)=CC=C1C,23/000000446,"InChI=1S/C17H15N3O5/c1-9-3-4-10(7-11(9)8-14(21)24-2)12-5-6-13(18-12)15(22)16-19-17(23)25-20-16/h3-7,18H,8H2,1-2H3,(H,19,20,23)",C17H15N3O5,341.0,1.75,4.86,6.96,3.58,-200.0,2.9392387087041154,1,DRUGLIKE_CONCAT,Druglike_75
O=C(/C=C/C(CO)CO)C1=NN=C(COC2=CC=NC(Cl)=C2CCO)N1,23/000000282,"InChI=1S/C16H19ClN4O5/c17-15-11(4-6-22)13(3-5-18-15)26-9-14-19-16(21-20-14)12(25)2-1-10(7-23)8-24/h1-3,5,10,22-24H,4,6-9H2,(H,19,20,21)/b2-1+",C16H19N4O5Cl,382.0,0.23,4.85,5.82,5.09,-150.0,3.540463419916769,1,DRUGLIKE_CONCAT,Druglike_76
CCOC(=O)CC1=CC(C2=CC=C(C(=O)C3=NC(=O)ON3)N2)=CC=C1,23/000000417,"InChI=1S/C17H15N3O5/c1-2-24-14(21)9-10-4-3-5-11(8-10)12-6-7-13(18-12)15(22)16-19-17(23)25-20-16/h3-8,18H,2,9H2,1H3,(H,19,20,23)",C17H15N3O5,341.0,1.94,4.84,4.86,3.58,-140.0,2.8281530779967934,1,DRUGLIKE_CONCAT,Druglike_77
C=CCCOC1=CC(C2=CC=C(C(=O)C3=NC(=O)ON3)N2)=CC=C1,23/000000193,"InChI=1S/C17H15N3O4/c1-2-3-9-23-12-6-4-5-11(10-12)13-7-8-14(18-13)15(21)16-19-17(22)24-20-16/h2,4-8,10,18H,1,3,9H2,(H,19,20,22)",C17H15N3O4,325.0,2.46,4.83,6.0,5.09,-120.0,2.9733197605117585,1,DRUGLIKE_CONCAT,Druglike_78
CCC1=CC=C(C2=CN=CCN2)C=C1CC(=O)C1=CC=C(Br)C=C1O,3/000000257,"InChI=1S/C20H19BrN2O2/c1-2-13-3-4-14(18-12-22-7-8-23-18)9-15(13)10-19(24)17-6-5-16(21)11-20(17)25/h3-7,9,11-12,23,25H,2,8,10H2,1H3",C20H19N2O2Br,399.0,3.94,4.83,7.54,6.45,-180.0,3.0454089826555153,1,DRUGLIKE_CONCAT,Druglike_79
NC1=C2C=NNC2=NC([C@H](O)/C=C/CC2=NC(CCCl)=C(CO)C=C2)=N1,21/000000028,"InChI=1S/C17H19ClN6O2/c18-7-6-13-10(9-25)4-5-11(21-13)2-1-3-14(26)17-22-15(19)12-8-20-24-16(12)23-17/h1,3-5,8,14,25-26H,2,6-7,9H2,(H3,19,20,22,23,24)/b3-1+/t14-/m1/s1",C17H19N6O2Cl,374.0,1.03,4.82,5.91,23.1,-190.0,4.0522038701543295,1,DRUGLIKE_CONCAT,Druglike_80
CCCC/C=C/C1=CC(C2=NNN=C2)=CC(O)=C1,28/000000414,"InChI=1S/C14H17N3O/c1-2-3-4-5-6-11-7-12(9-13(18)8-11)14-10-15-17-16-14/h5-10,18H,2-4H2,1H3,(H,15,16,17)/b6-5+",C14H17N3O,243.0,4.41,4.82,2.77,17.2,-140.0,2.7278325857552286,1,DRUGLIKE_CONCAT,Druglike_81
O=C(O)C1=CN=C(O)N=C1CC#CCC[C@@H]1C=COCC1,29/000000003,"InChI=1S/C15H16N2O4/c18-14(19)12-10-16-15(20)17-13(12)5-3-1-2-4-11-6-8-21-9-7-11/h6,8,10-11H,2,4-5,7,9H2,(H,18,19)(H,16,17,20)/t11-/m1/s1",C15H16N2O4,288.0,1.42,4.81,5.19,20.2,-150.0,4.314722075966912,1,DRUGLIKE_CONCAT,Druglike_82
O=C(CNC/C=C/C1=C(F)C=CC(F)=C1)CC1=CC(CCO)=NO1,16/000000061,"InChI=1S/C17H18F2N2O3/c18-13-3-4-17(19)12(8-13)2-1-6-20-11-15(23)10-16-9-14(5-7-22)21-24-16/h1-4,8-9,20,22H,5-7,10-11H2/b2-1+",C17H18N2O3F2,336.0,1.63,4.8,4.0,5.09,0.0,2.92905158227056,1,DRUGLIKE_CONCAT,Druglike_83
N/C=C\CC1=CC(C2=CC=C(C(=O)C3=NC(=O)ON3)N2)=CC=C1,23/000000148,"InChI=1S/C16H14N4O3/c17-8-2-4-10-3-1-5-11(9-10)12-6-7-13(18-12)14(21)15-19-16(22)23-20-15/h1-3,5-9,18H,4,17H2,(H,19,20,22)/b8-2-",C16H14N4O3,310.0,1.68,4.8,6.34,5.09,-120.0,3.2598118009458616,1,DRUGLIKE_CONCAT,Druglike_84
CC1=CC=C(C2=CC=C(C(=O)C3=NC(=O)ON3)N2)C=C1NC(N)=O,23/000000517,"InChI=1S/C15H13N5O4/c1-7-2-3-8(6-11(7)18-14(16)22)9-4-5-10(17-9)12(21)13-19-15(23)24-20-13/h2-6,17H,1H3,(H3,16,18,22)(H,19,20,23)",C15H13N5O4,327.0,0.37,4.8,6.68,5.09,-140.0,2.9311588659877224,1,DRUGLIKE_CONCAT,Druglike_85
CCC[C@@H](N)C#CC(=O)C1=CCC=C(C(=O)O)O1,23/000000288,"InChI=1S/C13H15NO4/c1-2-4-9(14)7-8-10(15)11-5-3-6-12(18-11)13(16)17/h5-6,9H,2-4,14H2,1H3,(H,16,17)/t9-/m1/s1",C13H15NO4,249.0,1.46,4.8,3.65,3.85,-190.0,4.337351149972498,1,DRUGLIKE_CONCAT,Druglike_86
CCCC1=CC=C(C2=CC=C(C(=O)C3=NC(=O)ON3)N2)C=C1COC,23/000000494,"InChI=1S/C18H19N3O4/c1-3-4-11-5-6-12(9-13(11)10-24-2)14-7-8-15(19-14)16(22)17-20-18(23)25-21-17/h5-9,19H,3-4,10H2,1-2H3,(H,20,21,23)",C18H19N3O4,341.0,2.32,4.8,5.86,4.94,-200.0,3.0203084409437064,1,DRUGLIKE_CONCAT,Druglike_87
C=C[C@H](C(=O)O)C1=NC(O)=NC=C1C(=O)O,29/000000144,"InChI=1S/C9H8N2O5/c1-2-4(7(12)13)6-5(8(14)15)3-10-9(16)11-6/h2-4H,1H2,(H,12,13)(H,14,15)(H,10,11,16)/t4-/m0/s1",C9H8N2O5,224.0,-0.25,4.8,6.7,2.35,-150.0,3.74088121659736,1,DRUGLIKE_CONCAT,Druglike_88
CC(=O)N1N=C([C@@H](C#CCOC(=O)CC2=NOC=C2CBr)CO)NC1=O,21/000000174,"InChI=1S/C15H15BrN4O6/c1-9(22)20-15(24)17-14(18-20)10(7-21)3-2-4-25-13(23)5-12-11(6-16)8-26-19-12/h8,10,21H,4-7H2,1H3,(H,17,18,24)/t10-/m0/s1",C15H15N4O6Br,427.0,-0.02,4.8,6.14,7.88,-170.0,4.378542175767634,1,DRUGLIKE_CONCAT,Druglike_89
CCOC1=CC=C(F)C(C2=CC=C(C(=O)C3=NC(=O)ON3)N2)=C1,23/000000262,"InChI=1S/C15H12FN3O4/c1-2-22-8-3-4-10(16)9(7-8)11-5-6-12(17-11)13(20)14-18-15(21)23-19-14/h3-7,17H,2H2,1H3,(H,18,19,21)",C15H12N3O4F,317.0,2.27,4.8,6.68,5.09,-140.0,2.908397287766734,1,DRUGLIKE_CONCAT,Druglike_90
C[C@](O)(C#CC1=NC(C(=O)CO)=C(Cl)N=C1)CBr,19/000000028,"InChI=1S/C11H10BrClN2O3/c1-11(18,6-12)3-2-7-4-14-10(13)9(15-7)8(17)5-16/h4,16,18H,5-6H2,1H3/t11-/m0/s1",C11H10N2O3ClBr,333.0,0.38,4.8,4.3,3.58,-170.0,4.106037727680505,1,DRUGLIKE_CONCAT,Druglike_91
NC(=O)C1=C(CC(=O)C2=CC=C(Br)C=C2O)C=C(C2=CN=CCN2)C=C1,3/000000261,"InChI=1S/C19H16BrN3O3/c20-13-2-4-15(18(25)9-13)17(24)8-12-7-11(1-3-14(12)19(21)26)16-10-22-5-6-23-16/h1-5,7,9-10,23,25H,6,8H2,(H2,21,26)",C19H16N3O3Br,414.0,2.35,4.8,7.26,5.08,-160.0,3.0621907118029643,1,DRUGLIKE_CONCAT,Druglike_92
C=CC(=O)CC1=CC(C2=CC=C(C(=O)C3=NC(=O)ON3)N2)=CC=C1O,23/000000372,"InChI=1S/C17H13N3O5/c1-2-11(21)8-10-7-9(3-6-14(10)22)12-4-5-13(18-12)15(23)16-19-17(24)25-20-16/h2-7,18,22H,1,8H2,(H,19,20,24)",C17H13N3O5,339.0,1.31,4.79,7.04,4.94,-120.0,3.2515268405722466,1,DRUGLIKE_CONCAT,Druglike_93
NC[C@H](/C=C/CC1=NC=C(O)C=C1CCBr)C1=NC(N)=C2C=NNC2=N1,21/000000054,"InChI=1S/C17H20BrN7O/c18-5-4-10-6-12(26)8-21-14(10)3-1-2-11(7-19)16-23-15(20)13-9-22-25-17(13)24-16/h1-2,6,8-9,11,26H,3-5,7,19H2,(H3,20,22,23,24,25)/b2-1+/t11-/m0/s1",C17H20N7OBr,418.0,1.69,4.78,5.12,23.3,-190.0,4.212849192399652,1,DRUGLIKE_CONCAT,Druglike_94
O=C(O)CCCC1=CC=C2CNNCC2=C1O,15/000000006,"InChI=1S/C12H16N2O3/c15-11(16)3-1-2-8-4-5-9-6-13-14-7-10(9)12(8)17/h4-5,13-14,17H,1-3,6-7H2,(H,15,16)",C12H16N2O3,236.0,1.53,4.78,5.1,13.8,-80.0,2.999674274148248,1,DRUGLIKE_CONCAT,Druglike_95
CCOC1=CC(C2=CC=C(C(=O)C3=NC(=O)ON3)N2)=CC=C1,23/000000038,"InChI=1S/C15H13N3O4/c1-2-21-10-5-3-4-9(8-10)11-6-7-12(16-11)13(19)14-17-15(20)22-18-14/h3-8,16H,2H2,1H3,(H,17,18,20)",C15H13N3O4,299.0,2.11,4.77,6.36,3.58,-140.0,2.7913629176263175,1,DRUGLIKE_CONCAT,Druglike_96
O=C(CNC/C=C/C1=C(F)C=CC(F)=C1)CC1=CC=C(O)C(O)=C1,16/000000076,"InChI=1S/C18H17F2NO3/c19-14-4-5-16(20)13(10-14)2-1-7-21-11-15(22)8-12-3-6-17(23)18(24)9-12/h1-6,9-10,21,23-24H,7-8,11H2/b2-1+",C18H17NO3F2,333.0,2.82,4.77,4.9,5.09,0.0,2.590489750029054,1,DRUGLIKE_CONCAT,Druglike_97
NC[C@H](/C=C/CC1=C(CCBr)C=CC=N1)C1=NC(N)=C2C=NNC2=N1,21/000000031,"InChI=1S/C17H20BrN7/c18-7-6-11-4-2-8-21-14(11)5-1-3-12(9-19)16-23-15(20)13-10-22-25-17(13)24-16/h1-4,8,10,12H,5-7,9,19H2,(H3,20,22,23,24,25)/b3-1+/t12-/m0/s1",C17H20N7Br,402.0,2.1,4.77,5.13,22.1,-190.0,4.046333153249848,1,DRUGLIKE_CONCAT,Druglike_98
C=C[C@@H](N)CC(=O)C1=C(CC(=O)O)C(O)=NO1,3/000000074,"InChI=1S/C10H12N2O5/c1-2-5(11)3-7(13)9-6(4-8(14)15)10(16)12-17-9/h2,5H,1,3-4,11H2,(H,12,16)(H,14,15)/t5-/m1/s1",C10H12N2O5,240.0,-0.37,4.77,1.89,2.35,-170.0,3.927781960452223,1,DRUGLIKE_CONCAT,Druglike_99
CCOC1=CC(C2=CC=C(C(=O)C3=NC(=O)ON3)N2)=CC=C1CO,23/000000462,"InChI=1S/C16H15N3O5/c1-2-23-13-7-9(3-4-10(13)8-20)11-5-6-12(17-11)14(21)15-18-16(22)24-19-15/h3-7,17,20H,2,8H2,1H3,(H,18,19,22)",C16H15N3O5,329.0,1.3,4.77,6.14,5.09,-140.0,2.9535165143972577,1,DRUGLIKE_CONCAT,Druglike_100
CC[C@@H](N)CC(=O)C1=C(CC(=O)O)C(O)=NO1,3/000000103,"InChI=1S/C10H14N2O5/c1-2-5(11)3-7(13)9-6(4-8(14)15)10(16)12-17-9/h5H,2-4,11H2,1H3,(H,12,16)(H,14,15)/t5-/m1/s1",C10H14N2O5,242.0,-0.27,4.76,2.04,2.35,-190.0,3.631083498913762,1,DRUGLIKE_CONCAT,Druglike_101
C/C=C(\C)CCCCC1=CC(O)=CC(C2=NNN=C2)=C1,28/000000422,"InChI=1S/C16H21N3O/c1-3-12(2)6-4-5-7-13-8-14(10-15(20)9-13)16-11-17-19-18-16/h3,8-11,20H,4-7H2,1-2H3,(H,17,18,19)/b12-3+",C16H21N3O,271.0,4.32,4.76,1.14,18.4,-200.0,2.8069562812213977,1,DRUGLIKE_CONCAT,Druglike_102
CCCNC1=CC(OC(=O)C2=CC(O)=C(OCCN)C=C2)=C(Cl)N=C1,3/000000112,"InChI=1S/C17H20ClN3O4/c1-2-6-20-12-9-15(16(18)21-10-12)25-17(23)11-3-4-14(13(22)8-11)24-7-5-19/h3-4,8-10,20,22H,2,5-7,19H2,1H3/p+1",C17H21N3O4Cl,366.0,2.14,4.76,5.89,19.7,-20.0,2.9277879394733475,1,DRUGLIKE_CONCAT,Druglike_103
CCOC1=C(COC)C(C2=CC=C(C(=O)C3=NC(=O)ON3)N2)=CC=C1,23/000000214,"InChI=1S/C17H17N3O5/c1-3-24-14-6-4-5-10(11(14)9-23-2)12-7-8-13(18-12)15(21)16-19-17(22)25-20-16/h4-8,18H,3,9H2,1-2H3,(H,19,20,22)",C17H17N3O5,343.0,1.82,4.75,7.81,6.45,-200.0,3.0399660790802177,1,DRUGLIKE_CONCAT,Druglike_104
CCC(=O)CC1=CC(C2=CC=C(C(=O)C3=NC(=O)ON3)N2)=CC=C1O,23/000000509,"InChI=1S/C17H15N3O5/c1-2-11(21)8-10-7-9(3-6-14(10)22)12-4-5-13(18-12)15(23)16-19-17(24)25-20-16/h3-7,18,22H,2,8H2,1H3,(H,19,20,24)",C17H15N3O5,341.0,1.31,4.75,6.89,4.94,-140.0,3.1180776098030165,1,DRUGLIKE_CONCAT,Druglike_105
O=C1C=C[C@@H](/C(=C/C2=CN=C(CCF)C(Br)=C2)C(=O)O)N1,13/000000118,"InChI=1S/C14H12BrFN2O3/c15-10-6-8(7-17-12(10)3-4-16)5-9(14(20)21)11-1-2-13(19)18-11/h1-2,5-7,11H,3-4H2,(H,18,19)(H,20,21)/b9-5-/t11-/m0/s1",C14H12N2O3FBr,355.0,1.48,4.75,6.84,3.84,-150.0,4.134201333261343,1,DRUGLIKE_CONCAT,Druglike_106
CC(=O)OCC1=CC(C2=CC=C(C(=O)C3=NC(=O)ON3)N2)=CC=C1O,23/000000165,"InChI=1S/C16H13N3O6/c1-8(20)24-7-10-6-9(2-5-13(10)21)11-3-4-12(17-11)14(22)15-18-16(23)25-19-15/h2-6,17,21H,7H2,1H3,(H,18,19,23)",C16H13N3O6,343.0,1.29,4.75,7.14,4.94,-140.0,3.0355861812315883,1,DRUGLIKE_CONCAT,Druglike_107
O=C(C1=CC=C(C2=CC=CC(OCCCF)=C2)N1)C1=NC(=O)ON1,23/000000485,"InChI=1S/C16H14FN3O4/c17-7-2-8-23-11-4-1-3-10(9-11)12-5-6-13(18-12)14(21)15-19-16(22)24-20-15/h1,3-6,9,18H,2,7-8H2,(H,19,20,22)",C16H14N3O4F,331.0,2.67,4.75,7.09,5.09,-120.0,2.9705966835886795,1,DRUGLIKE_CONCAT,Druglike_108
O=C(C1=CC=C(C2=CC=CC(Cl)=C2)N1)C1=NC(=O)ON1,23/000000326,"InChI=1S/C13H8ClN3O3/c14-8-3-1-2-7(6-8)9-4-5-10(15-9)11(18)12-16-13(19)20-17-12/h1-6,15H,(H,16,17,19)",C13H8N3O3Cl,289.0,2.39,4.75,4.57,3.58,-120.0,2.847282597010871,1,DRUGLIKE_CONCAT,Druglike_109
CCOC1=CC(C2=CC=C(C(=O)C3=NC(=O)ON3)N2)=CC=C1O,23/000000224,"InChI=1S/C15H13N3O5/c1-2-22-12-7-8(3-6-11(12)19)9-4-5-10(16-9)13(20)14-17-15(21)23-18-14/h3-7,16,19H,2H2,1H3,(H,17,18,21)",C15H13N3O5,315.0,1.7,4.74,5.71,5.09,-140.0,2.9111771694235387,1,DRUGLIKE_CONCAT,Druglike_110
OC1=CC(C2=NNN=C2)=CC(CCC2=CN=CN=C2CBr)=C1,28/000000435,"InChI=1S/C15H14BrN5O/c16-6-14-11(7-17-9-18-14)2-1-10-3-12(5-13(22)4-10)15-8-19-21-20-15/h3-5,7-9,22H,1-2,6H2,(H,19,20,21)",C15H14N5OBr,360.0,3.13,4.74,3.85,20.1,-120.0,3.0908101360329105,1,DRUGLIKE_CONCAT,Druglike_111
O=C(CC1=CC(C2=CC=C(C(=O)C3=NC(=O)ON3)N2)=CC=C1)OCF,23/000000362,"InChI=1S/C16H12FN3O5/c17-8-24-13(21)7-9-2-1-3-10(6-9)11-4-5-12(18-11)14(22)15-19-16(23)25-20-15/h1-6,18H,7-8H2,(H,19,20,23)",C16H12N3O5F,345.0,1.79,4.73,4.99,4.94,-120.0,3.102891972904704,1,DRUGLIKE_CONCAT,Druglike_112
C=CC1=CC(C)=CC=C1C1=CC=C(C(=O)C2=NC(=O)ON2)N1,23/000000476,"InChI=1S/C16H13N3O3/c1-3-10-8-9(2)4-5-11(10)12-6-7-13(17-12)14(20)15-18-16(21)22-19-15/h3-8,17H,1H2,2H3,(H,18,19,21)",C16H13N3O3,295.0,2.51,4.73,6.26,3.58,-140.0,3.2039645482537544,1,DRUGLIKE_CONCAT,Druglike_113
C=C(COC(=O)CCCO)CC(=O)C1=NC(NCC)=C2C=NNC2=N1,21/000000176,"InChI=1S/C16H21N5O4/c1-3-17-14-11-8-18-21-15(11)20-16(19-14)12(23)7-10(2)9-25-13(24)5-4-6-22/h8,22H,2-7,9H2,1H3,(H2,17,18,19,20,21)",C16H21N5O4,347.0,0.78,4.73,6.94,24.8,-60.0,3.1593035438689503,1,DRUGLIKE_CONCAT,Druglike_114
CCC1=CC([C@@H](N)C2=NC(I)=C(C#CC(=O)O)C=C2)=CO1,26/000000108,"InChI=1S/C15H13IN2O3/c1-2-11-7-10(8-21-11)14(17)12-5-3-9(15(16)18-12)4-6-13(19)20/h3,5,7-8,14H,2,17H2,1H3,(H,19,20)/t14-/m1/s1",C15H13N2O3I,396.0,2.08,4.73,3.5,21.9,-190.0,4.058926001696356,1,DRUGLIKE_CONCAT,Druglike_115
O=C(CNC/C=C/C1=CC(F)=CC=C1F)CC1=CC(O)=CC=C1,16/000000009,"InChI=1S/C18H17F2NO2/c19-15-6-7-18(20)14(11-15)4-2-8-21-12-17(23)10-13-3-1-5-16(22)9-13/h1-7,9,11,21-22H,8,10,12H2/b4-2+",C18H17NO2F2,317.0,3.23,4.73,5.09,5.09,0.0,2.499705690133597,1,DRUGLIKE_CONCAT,Druglike_116
CCOC1=CC(C2=CC=C(C(=O)C3=NC(=O)ON3)N2)=CC=C1N,23/000000369,"InChI=1S/C15H14N4O4/c1-2-22-12-7-8(3-4-9(12)16)10-5-6-11(17-10)13(20)14-18-15(21)23-19-14/h3-7,17H,2,16H2,1H3,(H,18,19,21)",C15H14N4O4,314.0,1.29,4.73,5.78,5.09,-140.0,2.9492157493051945,1,DRUGLIKE_CONCAT,Druglike_117
NCC1=CC=CC=C1C#CC1=CC(C2=CNN=C2CF)=CC=C1,3/000000262,"InChI=1S/C19H16FN3/c20-11-19-18(13-22-23-19)16-7-3-4-14(10-16)8-9-15-5-1-2-6-17(15)12-21/h1-7,10,13H,11-12,21H2,(H,22,23)",C19H16N3F,305.0,4.62,4.73,4.84,22.1,-120.0,2.940481449208047,1,DRUGLIKE_CONCAT,Druglike_118
COC1=CC(CC(=O)CNC/C=C/C2=CC(F)=CC=C2F)=CC(O)=C1,16/000000057,"InChI=1S/C19H19F2NO3/c1-25-18-9-13(7-16(23)11-18)8-17(24)12-22-6-2-3-14-10-15(20)4-5-19(14)21/h2-5,7,9-11,22-23H,6,8,12H2,1H3/b3-2+",C19H19NO3F2,347.0,3.14,4.73,6.89,5.09,-20.0,2.619054313099719,1,DRUGLIKE_CONCAT,Druglike_119
CCCC1=CC=C(C2=CC=C(C(=O)C3=NC(=O)ON3)N2)C=C1,23/000000126,"InChI=1S/C16H15N3O3/c1-2-3-10-4-6-11(7-5-10)12-8-9-13(17-12)14(20)15-18-16(21)22-19-15/h4-9,17H,2-3H2,1H3,(H,18,19,21)",C16H15N3O3,297.0,2.61,4.72,4.89,3.58,-140.0,2.7629826978460983,1,DRUGLIKE_CONCAT,Druglike_120
C=CC1=NC=NC=C1CCC1=CC(O)=CC(C2=NNN=C2)=C1,28/000000398,"InChI=1S/C16H15N5O/c1-2-15-12(8-17-10-18-15)4-3-11-5-13(7-14(22)6-11)16-9-19-21-20-16/h2,5-10,22H,1,3-4H2,(H,19,20,21)",C16H15N5O,293.0,2.84,4.72,3.74,20.0,-120.0,3.147213741802142,1,DRUGLIKE_CONCAT,Druglike_121
O=C(O)C1=CN=C(O)N=C1[C@@H](O)/C=C/C1=CNN=C1,29/000000202,"InChI=1S/C11H10N4O4/c16-8(2-1-6-3-13-14-4-6)9-7(10(17)18)5-12-11(19)15-9/h1-5,8,16H,(H,13,14)(H,17,18)(H,12,15,19)/b2-1+/t8-/m0/s1",C11H10N4O4,262.0,-0.19,4.72,5.84,5.24,-150.0,3.985536049276967,1,DRUGLIKE_CONCAT,Druglike_122
